UNITID,EFFYLEV,LSTUDY,EFYTOTLM,EFYTOTLW,EFYTOTLT
219833,1,999,1076,1335,2411
219833,2,1,722,897,1619
219833,4,3,354,438,792
219842,1,999,207,80,287
219842,4,3,207,80,287
219879,1,999,1909,2915,4824
219879,2,1,1909,2915,4824
219888,1,999,2752,4687,7439
219888,2,1,2752,4687,7439
219903,1,999,147,1129,1276
219903,2,1,147,1129,1276
219921,1,999,251,132,383
219921,2,1,251,132,383
219949,1,999,648,966,1614
219949,2,1,513,722,1235
219949,4,3,135,244,379
219976,1,999,1643,2289,3932
219976,2,1,1171,1549,2720
219976,4,3,472,740,1212
219994,1,999,701,604,1305
219994,2,1,701,604,1305
220002,1,999,243,731,974
220002,2,1,243,731,974
220057,1,999,1344,3067,4411
220057,2,1,1344,3067,4411
220075,1,999,6992,9659,16651
220075,2,1,5818,7481,13299
220075,4,3,1174,2178,3352
220118,1,999,93,344,437
220118,2,1,93,344,437
220127,1,999,393,612,1005
220127,2,1,393,612,1005
220136,1,999,119,47,166
220136,4,3,119,47,166
220163,1,999,5,133,138
220163,2,1,5,133,138
220181,1,999,238,439,677
220181,2,1,207,396,603
220181,4,3,31,43,74
220206,1,999,187,146,333
220206,2,1,187,146,333
220215,1,999,961,1236,2197
220215,2,1,688,850,1538
220215,4,3,273,386,659
220251,1,999,274,380,654
220251,2,1,274,380,654
220279,1,999,443,363,806
220279,2,1,443,363,806
220312,1,999,66,79,145
220312,2,1,66,79,145
220321,1,999,566,595,1161
220321,2,1,566,595,1161
220394,1,999,187,173,360
220394,2,1,187,173,360
220400,1,999,2448,4783,7231
220400,2,1,2448,4783,7231
220464,1,999,78,92,170
220464,2,1,78,92,170
220473,1,999,469,400,869
220473,2,1,384,333,717
220473,4,3,85,67,152
220491,1,999,47,505,552
220491,2,1,47,505,552
220516,1,999,771,1364,2135
220516,2,1,637,1137,1774
220516,4,3,134,227,361
220552,1,999,370,1220,1590
220552,2,1,304,1063,1367
220552,4,3,66,157,223
220570,1,999,38,33,71
220570,2,1,38,33,71
220589,1,999,408,333,741
220589,2,1,408,333,741
220598,1,999,1033,1184,2217
220598,2,1,1033,1184,2217
220604,1,999,387,740,1127
220604,2,1,387,740,1127
220613,1,999,2068,2729,4797
220613,2,1,1896,2396,4292
220613,4,3,172,333,505
220631,1,999,1435,3062,4497
220631,2,1,531,1252,1783
220631,4,3,904,1810,2714
220640,1,999,458,583,1041
220640,2,1,458,583,1041
220701,1,999,427,706,1133
220701,2,1,427,706,1133
220710,1,999,510,623,1133
220710,2,1,510,623,1133
220756,1,999,326,136,462
220756,2,1,326,136,462
220765,1,999,42,305,347
220765,2,1,42,305,347
220792,1,999,321,471,792
220792,4,3,321,471,792
220808,1,999,186,299,485
220808,2,1,154,233,387
220808,4,3,32,66,98
220853,1,999,818,450,1268
220853,2,1,818,450,1268
220862,1,999,9733,15683,25416
220862,2,1,7537,11862,19399
220862,4,3,2196,3821,6017
220871,1,999,209,142,351
220871,4,3,209,142,351
220941,1,999,231,662,893
220941,2,1,212,608,820
220941,4,3,19,54,73
220978,1,999,13914,16105,30019
220978,2,1,12558,13423,25981
220978,4,3,1356,2682,4038
220996,1,999,123,163,286
220996,4,3,123,163,286
221014,1,999,490,754,1244
221014,2,1,392,570,962
221014,4,3,98,184,282
221050,1,999,819,521,1340
221050,2,1,819,521,1340
221096,1,999,2607,4198,6805
221096,2,1,2607,4198,6805
221102,1,999,243,303,546
221102,2,1,243,303,546
221148,1,999,3983,95,4078
221148,2,1,3983,95,4078
221157,1,999,10,376,386
221157,2,1,10,376,386
221184,1,999,5526,7945,13471
221184,2,1,5526,7945,13471
221236,1,999,330,265,595
221236,2,1,330,265,595
221254,1,999,28,159,187
221254,2,1,28,159,187
221281,1,999,226,414,640
221281,2,1,226,414,640
221290,1,999,26,266,292
221290,2,1,26,266,292
221333,1,999,554,303,857
221333,2,1,554,303,857
221351,1,999,761,1028,1789
221351,2,1,757,1022,1779
221351,4,3,4,6,10
221388,1,999,175,212,387
221388,2,1,175,212,387
221397,1,999,2933,5410,8343
221397,2,1,2933,5410,8343
221430,1,999,282,194,476
221430,2,1,282,194,476
221485,1,999,6899,12881,19780
221485,2,1,6899,12881,19780
221494,1,999,572,313,885
221494,2,1,572,313,885
221519,1,999,876,898,1774
221519,2,1,757,812,1569
221519,4,3,119,86,205
221582,1,999,336,355,691
221582,2,1,336,355,691
221591,1,999,647,484,1131
221591,2,1,647,484,1131
221607,1,999,230,200,430
221607,2,1,230,200,430
221616,1,999,346,306,652
221616,2,1,346,306,652
221625,1,999,458,1217,1675
221625,2,1,458,1217,1675
221634,1,999,226,162,388
221634,2,1,226,162,388
221643,1,999,7052,7937,14989
221643,2,1,7052,7937,14989
221661,1,999,1345,1734,3079
221661,2,1,1223,1512,2735
221661,4,3,122,222,344
221670,1,999,240,247,487
221670,4,3,240,247,487
221731,1,999,439,787,1226
221731,2,1,439,787,1226
221740,1,999,5301,6634,11935
221740,2,1,4469,5562,10031
221740,4,3,832,1072,1904
221759,1,999,16255,16831,33086
221759,2,1,11881,11453,23334
221759,4,3,4374,5378,9752
221768,1,999,4017,5584,9601
221768,2,1,3777,5068,8845
221768,4,3,240,516,756
221795,1,999,176,33,209
221795,2,1,176,33,209
221829,1,999,29,408,437
221829,2,1,29,408,437
221838,1,999,3739,6670,10409
221838,2,1,2943,4897,7840
221838,4,3,796,1773,2569
221847,1,999,6054,6293,12347
221847,2,1,5151,4625,9776
221847,4,3,903,1668,2571
221856,1,999,654,479,1133
221856,2,1,409,426,835
221856,4,3,245,53,298
221892,1,999,1229,2069,3298
221892,2,1,747,920,1667
221892,4,3,482,1149,1631
221908,1,999,3610,4589,8199
221908,2,1,3610,4589,8199
221953,1,999,999,1594,2593
221953,2,1,942,1396,2338
221953,4,3,57,198,255
221971,1,999,1946,3052,4998
221971,2,1,1401,1900,3301
221971,4,3,545,1152,1697
221980,1,999,10,94,104
221980,2,1,10,94,104
221999,1,999,5978,7257,13235
221999,2,1,3304,3560,6864
221999,4,3,2674,3697,6371
222026,1,999,4,73,77
222026,2,1,4,73,77
222053,1,999,4478,7516,11994
222053,2,1,4478,7516,11994
222062,1,999,3583,5494,9077
222062,2,1,3583,5494,9077
222099,1,999,36,714,750
222099,2,1,36,714,750
222105,1,999,188,0,188
222105,2,1,188,0,188
222178,1,999,2475,3058,5533
222178,2,1,1970,2314,4284
222178,4,3,505,744,1249
222567,1,999,3606,4581,8187
222567,2,1,3606,4581,8187
222576,1,999,6219,9211,15430
222576,2,1,6219,9211,15430
222628,1,999,884,1615,2499
222628,2,1,267,374,641
222628,4,3,617,1241,1858
222673,1,999,49,275,324
222673,2,1,49,275,324
222682,1,999,76,283,359
222682,2,1,76,283,359
222691,1,999,17,233,250
222691,2,1,17,233,250
222707,1,999,29,314,343
222707,2,1,29,314,343
222761,1,999,2568,100,2668
222761,2,1,2568,100,2668
222822,1,999,2857,4863,7720
222822,2,1,2857,4863,7720
222831,1,999,3234,4218,7452
222831,2,1,2899,3563,6462
222831,4,3,335,655,990
222877,1,999,98,92,190
222877,2,1,94,92,186
222877,4,3,4,0,4
222886,1,999,29,331,360
222886,2,1,29,331,360
222938,1,999,1419,1819,3238
222938,2,1,1419,1819,3238
222983,1,999,633,755,1388
222983,2,1,625,730,1355
222983,4,3,8,25,33
222992,1,999,31128,39198,70326
222992,2,1,31128,39198,70326
223001,1,999,100,119,219
223001,4,3,100,119,219
223056,1,999,10,121,131
223056,2,1,10,121,131
223083,1,999,133,493,626
223083,2,1,133,493,626
223117,1,999,121,34,155
223117,2,1,56,25,81
223117,4,3,65,9,74
223214,1,999,913,1063,1976
223214,2,1,13,146,159
223214,4,3,900,917,1817
223223,1,999,644,787,1431
223223,4,3,644,787,1431
223232,1,999,6924,8921,15845
223232,2,1,5433,7544,12977
223232,4,3,1491,1377,2868
223320,1,999,2681,3806,6487
223320,2,1,2681,3806,6487
223427,1,999,12154,12916,25070
223427,2,1,12154,12916,25070
223463,1,999,518,1891,2409
223463,2,1,518,1891,2409
223472,1,999,32,300,332
223472,2,1,32,300,332
223506,1,999,2831,3056,5887
223506,2,1,2831,3056,5887
223524,1,999,9516,14006,23522
223524,2,1,9516,14006,23522
223658,1,999,440,22,462
223658,2,1,440,22,462
223667,1,999,4,49,53
223667,2,1,4,49,53
223773,1,999,4267,6802,11069
223773,2,1,4267,6802,11069
223816,1,999,27482,20267,47749
223816,2,1,27482,20267,47749
223852,1,999,1,60,61
223852,2,1,1,60,61
223898,1,999,2648,3743,6391
223898,2,1,2648,3743,6391
223922,1,999,867,887,1754
223922,2,1,867,887,1754
224004,1,999,834,1922,2756
224004,2,1,561,802,1363
224004,4,3,273,1120,1393
224013,1,999,5,94,99
224013,2,1,5,94,99
224110,1,999,5767,7932,13699
224110,2,1,5767,7932,13699
224147,1,999,4436,6858,11294
224147,2,1,3678,5234,8912
224147,4,3,758,1624,2382
224156,1,999,39,460,499
224156,2,1,39,460,499
224183,1,999,67,1406,1473
224183,2,1,67,1406,1473
224226,1,999,2781,4140,6921
224226,2,1,1884,2639,4523
224226,4,3,897,1501,2398
224244,1,999,209,175,384
224244,2,1,207,163,370
224244,4,3,2,12,14
224271,1,999,102,93,195
224271,2,1,102,93,195
224305,1,999,1629,683,2312
224305,4,3,1629,683,2312
224323,1,999,1945,1555,3500
224323,2,1,671,713,1384
224323,4,3,1274,842,2116
224350,1,999,6749,9433,16182
224350,2,1,6749,9433,16182
224402,1,999,5275,3902,9177
224402,2,1,4533,3156,7689
224402,4,3,742,746,1488
224439,1,999,561,2563,3124
224439,2,1,561,2563,3124
224527,1,999,609,635,1244
224527,2,1,609,635,1244
224545,1,999,641,1698,2339
224545,2,1,379,1017,1396
224545,4,3,262,681,943
224554,1,999,4839,7754,12593
224554,2,1,2523,4058,6581
224554,4,3,2316,3696,6012
224572,1,999,8932,13002,21934
224572,2,1,8932,13002,21934
224615,1,999,5756,11854,17610
224615,2,1,5756,11854,17610
224642,1,999,16623,22183,38806
224642,2,1,16623,22183,38806
224660,1,999,444,482,926
224660,2,1,444,482,926
224679,1,999,1147,299,1446
224679,2,1,1147,299,1446
224712,1,999,37,90,127
224712,4,3,37,90,127
224758,1,999,13,110,123
224758,2,1,13,110,123
224776,1,999,1432,1641,3073
224776,2,1,1432,1641,3073
224828,1,999,35,236,271
224828,2,1,35,236,271
224891,1,999,725,887,1612
224891,2,1,725,887,1612
224907,1,999,3,166,169
224907,2,1,3,166,169
224961,1,999,1220,2038,3258
224961,2,1,1220,2038,3258
225070,1,999,2667,4157,6824
225070,2,1,2667,4157,6824
225201,1,999,576,373,949
225201,2,1,576,373,949
225247,1,999,1206,1476,2682
225247,2,1,949,1189,2138
225247,4,3,257,287,544
225308,1,999,4990,6376,11366
225308,2,1,4990,6376,11366
225371,1,999,2509,3918,6427
225371,2,1,2509,3918,6427
225399,1,999,1027,2047,3074
225399,2,1,896,1662,2558
225399,4,3,131,385,516
225414,1,999,3529,6277,9806
225414,2,1,1827,3828,5655
225414,4,3,1702,2449,4151
225423,1,999,37225,51982,89207
225423,2,1,37225,51982,89207
225432,1,999,6129,9712,15841
225432,2,1,6046,9608,15654
225432,4,3,83,104,187
225502,1,999,1653,3334,4987
225502,2,1,730,1764,2494
225502,4,3,923,1570,2493
225511,1,999,21460,21694,43154
225511,2,1,17058,17165,34223
225511,4,3,4402,4529,8931
225520,1,999,2232,3527,5759
225520,2,1,2232,3527,5759
225548,1,999,728,651,1379
225548,2,1,713,642,1355
225548,4,3,15,9,24
225575,1,999,474,522,996
225575,2,1,450,488,938
225575,4,3,24,34,58
225627,1,999,3088,5407,8495
225627,2,1,2366,4085,6451
225627,4,3,722,1322,2044
225779,1,999,104,207,311
225779,2,1,104,207,311
225788,1,999,186,343,529
225788,2,1,186,343,529
225849,1,999,1376,245,1621
225849,2,1,1376,245,1621
225858,1,999,998,215,1213
225858,2,1,998,215,1213
225876,1,999,172,313,485
225876,2,1,172,313,485
225885,1,999,424,346,770
225885,2,1,424,346,770
225991,1,999,91,80,171
225991,2,1,91,80,171
226019,1,999,3404,5401,8805
226019,2,1,3404,5401,8805
226091,1,999,7085,11290,18375
226091,2,1,4419,6438,10857
226091,4,3,2666,4852,7518
226107,1,999,793,2352,3145
226107,2,1,793,2352,3145
226116,1,999,1217,1948,3165
226116,2,1,1217,1948,3165
226125,1,999,4,197,201
226125,2,1,4,197,201
226134,1,999,5740,7697,13437
226134,2,1,5740,7697,13437
226152,1,999,3158,4695,7853
226152,2,1,2589,3853,6442
226152,4,3,569,842,1411
226204,1,999,5179,4695,9874
226204,2,1,5179,4695,9874
226231,1,999,1990,2661,4651
226231,2,1,1837,2338,4175
226231,4,3,153,323,476
226277,1,999,3238,95,3333
226277,2,1,3238,95,3333
226329,1,999,850,322,1172
226329,2,1,850,322,1172
226374,1,999,58,25,83
226374,2,1,58,25,83
226383,1,999,1006,1437,2443
226383,2,1,795,1110,1905
226383,4,3,211,327,538
226408,1,999,2374,3615,5989
226408,2,1,2374,3615,5989
226471,1,999,1221,1917,3138
226471,2,1,1097,1711,2808
226471,4,3,124,206,330
226578,1,999,4674,8789,13463
226578,2,1,4674,8789,13463
226587,1,999,905,941,1846
226587,2,1,905,941,1846
226675,1,999,61,295,356
226675,2,1,61,295,356
226772,1,999,9,123,132
226772,2,1,9,123,132
226806,1,999,4577,6178,10755
226806,2,1,4577,6178,10755
226833,1,999,3136,4382,7518
226833,2,1,2810,3763,6573
226833,4,3,326,619,945
226860,1,999,11,70,81
226860,2,1,11,70,81
226879,1,999,60,292,352
226879,2,1,60,292,352
226903,1,999,89,379,468
226903,2,1,89,379,468
226930,1,999,5830,8976,14806
226930,2,1,5830,8976,14806
227003,1,999,1192,1154,2346
227003,2,1,1192,1154,2346
227058,1,999,5,98,103
227058,2,1,5,98,103
227146,1,999,5503,8263,13766
227146,2,1,5503,8263,13766
227155,1,999,4,79,83
227155,2,1,4,79,83
227182,1,999,32502,47513,80015
227182,2,1,32502,47513,80015
227191,1,999,8904,11321,20225
227191,2,1,8904,11321,20225
227216,1,999,18510,23580,42090
227216,2,1,14937,17203,32140
227216,4,3,3573,6377,9950
227225,1,999,1572,2581,4153
227225,2,1,1572,2581,4153
227243,1,999,479,607,1086
227243,2,1,458,584,1042
227243,4,3,21,23,44
227289,1,999,170,63,233
227289,4,3,170,63,233
227298,1,999,743,25,768
227298,2,1,743,25,768
227304,1,999,2960,4413,7373
227304,2,1,2960,4413,7373
227313,1,999,29,580,609
227313,2,1,29,580,609
227322,1,999,23,577,600
227322,2,1,23,577,600
227331,1,999,781,2114,2895
227331,2,1,467,1224,1691
227331,4,3,314,890,1204
227368,1,999,9627,13014,22641
227368,2,1,8448,11166,19614
227368,4,3,1179,1848,3027
227377,1,999,8890,12478,21368
227377,2,1,8419,11668,20087
227377,4,3,471,810,1281
227386,1,999,959,2168,3127
227386,2,1,959,2168,3127
227401,1,999,3054,4744,7798
227401,2,1,3054,4744,7798
227429,1,999,99,99,198
227429,2,1,98,96,194
227429,4,3,1,3,4
227526,1,999,3866,6006,9872
227526,2,1,3095,4164,7259
227526,4,3,771,1842,2613
227687,1,999,848,851,1699
227687,2,1,848,851,1699
227748,1,999,105,5,110
227748,2,1,105,5,110
227757,1,999,3294,2507,5801
227757,2,1,1802,1647,3449
227757,4,3,1492,860,2352
227766,1,999,14380,18949,33329
227766,2,1,14380,18949,33329
227836,1,999,788,1064,1852
227836,2,1,788,1064,1852
227845,1,999,2425,3598,6023
227845,2,1,1989,2852,4841
227845,4,3,436,746,1182
227854,1,999,5935,7569,13504
227854,2,1,5935,7569,13504
227863,1,999,1602,2464,4066
227863,2,1,815,1134,1949
227863,4,3,787,1330,2117
227881,1,999,8160,11070,19230
227881,2,1,7031,8923,15954
227881,4,3,1129,2147,3276
227924,1,999,14548,20089,34637
227924,2,1,14548,20089,34637
227979,1,999,17066,22189,39255
227979,2,1,17066,22189,39255
228042,1,999,492,705,1197
228042,2,1,491,678,1169
228042,4,3,1,27,28
228088,1,999,6,86,92
228088,2,1,6,86,92
228149,1,999,1904,2340,4244
228149,2,1,1021,1474,2495
228149,4,3,883,866,1749
228158,1,999,7529,6435,13964
228158,2,1,7529,6435,13964
228185,1,999,47,24,71
228185,2,1,47,24,71
228194,1,999,710,663,1373
228194,4,3,710,663,1373
228200,1,999,1163,898,2061
228200,2,1,1163,898,2061
228219,1,999,903,1869,2772
228219,2,1,903,1869,2772
228246,1,999,6184,6059,12243
228246,2,1,3215,3558,6773
228246,4,3,2969,2501,5470
228282,1,999,32,387,419
228282,2,1,32,387,419
228291,1,999,45,2,47
228291,2,1,45,2,47
228316,1,999,3349,4609,7958
228316,2,1,3349,4609,7958
228325,1,999,1187,1140,2327
228325,2,1,964,935,1899
228325,4,3,223,205,428
228343,1,999,528,848,1376
228343,2,1,528,848,1376
228431,1,999,5733,9080,14813
228431,2,1,4949,7538,12487
228431,4,3,784,1542,2326
228459,1,999,15452,19561,35013
228459,2,1,13157,15681,28838
228459,4,3,2295,3880,6175
228468,1,999,430,562,992
228468,2,1,404,540,944
228468,4,3,26,22,48
228486,1,999,118,110,228
228486,2,1,118,110,228
228501,1,999,1627,2297,3924
228501,2,1,1172,1483,2655
228501,4,3,455,814,1269
228529,1,999,5372,7648,13020
228529,2,1,4429,5847,10276
228529,4,3,943,1801,2744
228547,1,999,29373,40701,70074
228547,2,1,29373,40701,70074
228608,1,999,2745,5359,8104
228608,2,1,2745,5359,8104
228635,1,999,1293,1359,2652
228635,2,1,23,90,113
228635,4,3,1270,1269,2539
228644,1,999,1499,2221,3720
228644,2,1,446,769,1215
228644,4,3,1053,1452,2505
228653,1,999,917,1835,2752
228653,2,1,125,552,677
228653,4,3,792,1283,2075
228680,1,999,6491,2592,9083
228680,2,1,6491,2592,9083
228699,1,999,2575,3988,6563
228699,2,1,2575,3988,6563
228705,1,999,4695,5111,9806
228705,2,1,3604,3823,7427
228705,4,3,1091,1288,2379
228714,1,999,1543,991,2534
228714,2,1,1505,922,2427
228714,4,3,38,69,107
228723,1,999,27448,23989,51437
228723,2,1,21133,19271,40404
228723,4,3,6315,4718,11033
228769,1,999,16989,21221,38210
228769,2,1,12518,15971,28489
228769,4,3,4471,5250,9721
228778,1,999,26787,27477,54264
228778,2,1,19799,20813,40612
228778,4,3,6988,6664,13652
228787,1,999,10557,8412,18969
228787,2,1,6162,5169,11331
228787,4,3,4395,3243,7638
228796,1,999,11161,13660,24821
228796,2,1,8957,10890,19847
228796,4,3,2204,2770,4974
228802,1,999,3049,4407,7456
228802,2,1,2307,3147,5454
228802,4,3,742,1260,2002
228866,1,999,248,190,438
228866,4,3,248,190,438
228875,1,999,3898,5408,9306
228875,2,1,3278,4710,7988
228875,4,3,620,698,1318
228884,1,999,618,534,1152
228884,2,1,598,515,1113
228884,4,3,20,19,39
228909,1,999,790,901,1691
228909,4,3,790,901,1691
228981,1,999,690,751,1441
228981,2,1,690,751,1441
229018,1,999,1908,2918,4826
229018,2,1,1401,2081,3482
229018,4,3,507,837,1344
229027,1,999,16356,17179,33535
229027,2,1,14181,14342,28523
229027,4,3,2175,2837,5012
229036,1,999,217,884,1101
229036,2,1,217,884,1101
229063,1,999,4541,6209,10750
229063,2,1,3584,4658,8242
229063,4,3,957,1551,2508
229115,1,999,18119,14710,32829
229115,2,1,14540,11449,25989
229115,4,3,3579,3261,6840
229151,1,999,129,95,224
229151,2,1,129,95,224
229160,1,999,1377,2279,3656
229160,2,1,715,1311,2026
229160,4,3,662,968,1630
229179,1,999,1797,14754,16551
229179,2,1,725,7640,8365
229179,4,3,1072,7114,8186
229267,1,999,1279,1489,2768
229267,2,1,1183,1365,2548
229267,4,3,96,124,220
229300,1,999,1894,3159,5053
229300,2,1,91,600,691
229300,4,3,1803,2559,4362
229319,1,999,3897,4715,8612
229319,2,1,3897,4715,8612
229328,1,999,1321,1001,2322
229328,2,1,1321,1001,2322
229337,1,999,1341,2957,4298
229337,2,1,182,874,1056
229337,4,3,1159,2083,3242
229355,1,999,6262,8902,15164
229355,2,1,6262,8902,15164
229416,1,999,3946,83,4029
229416,2,1,3946,83,4029
229425,1,999,16,777,793
229425,2,1,16,777,793
229504,1,999,3257,4198,7455
229504,2,1,3257,4198,7455
229522,1,999,13,105,118
229522,2,1,13,105,118
229540,1,999,2004,3657,5661
229540,2,1,2004,3657,5661
229638,1,999,5,56,61
229638,2,1,5,56,61
229780,1,999,5207,4951,10158
229780,2,1,4160,3619,7779
229780,4,3,1047,1332,2379
229799,1,999,2981,4463,7444
229799,2,1,2981,4463,7444
229814,1,999,4026,5164,9190
229814,2,1,3272,3921,7193
229814,4,3,754,1243,1997
229832,1,999,2352,2442,4794
229832,2,1,2352,2442,4794
229841,1,999,4283,5657,9940
229841,2,1,4283,5657,9940
229887,1,999,521,871,1392
229887,2,1,521,871,1392
229957,1,999,24,91,115
229957,2,1,24,91,115
230010,1,999,714,769,1483
230010,2,1,714,769,1483
230038,1,999,20991,18355,39346
230038,2,1,18666,16926,35592
230038,4,3,2325,1429,3754
230047,1,999,1572,1922,3494
230047,2,1,1572,1922,3494
230056,1,999,271,914,1185
230056,2,1,271,914,1185
230065,1,999,22,394,416
230065,2,1,22,394,416
230092,1,999,1386,2005,3391
230092,2,1,1386,2005,3391
230135,1,999,10,77,87
230135,2,1,10,77,87
230144,1,999,2,75,77
230144,2,1,2,75,77
230162,1,999,4464,3896,8360
230162,2,1,4464,3896,8360
230171,1,999,6219,6685,12904
230171,2,1,6219,6685,12904
230199,1,999,0,88,88
230199,2,1,0,88,88
230205,1,999,1,29,30
230205,2,1,1,29,30
230214,1,999,70,437,507
230214,2,1,70,437,507
230223,1,999,10,73,83
230223,2,1,10,73,83
230366,1,999,293,580,873
230366,2,1,293,580,873
230384,1,999,1185,218,1403
230384,2,1,1185,218,1403
230418,1,999,1206,972,2178
230418,2,1,1206,972,2178
230472,1,999,291,740,1031
230472,2,1,291,740,1031
230490,1,999,2758,2387,5145
230490,2,1,2758,2387,5145
230597,1,999,2667,2832,5499
230597,2,1,2667,2832,5499
230603,1,999,4599,8190,12789
230603,2,1,4027,7195,11222
230603,4,3,572,995,1567
230621,1,999,232,520,752
230621,2,1,227,511,738
230621,4,3,5,9,14
230630,1,999,336,428,764
230630,2,1,336,428,764
230676,1,999,599,626,1225
230676,2,1,599,626,1225
230728,1,999,9545,8355,17900
230728,2,1,8202,7473,15675
230728,4,3,1343,882,2225
230737,1,999,21177,15568,36745
230737,2,1,21165,15532,36697
230737,4,3,12,36,48
230746,1,999,25899,26560,52459
230746,2,1,25899,26560,52459
230764,1,999,19611,15896,35507
230764,2,1,15312,12505,27817
230764,4,3,4299,3391,7690
230782,1,999,15011,15873,30884
230782,2,1,14568,15511,30079
230782,4,3,443,362,805
230807,1,999,1780,1876,3656
230807,2,1,1162,1379,2541
230807,4,3,618,497,1115
230816,1,999,275,582,857
230816,2,1,228,456,684
230816,4,3,47,126,173
230825,1,999,117,107,224
230825,2,1,117,107,224
230834,1,999,1231,1819,3050
230834,2,1,1063,1218,2281
230834,4,3,168,601,769
230852,1,999,1876,1606,3482
230852,2,1,1694,1374,3068
230852,4,3,182,232,414
230861,1,999,3496,7334,10830
230861,2,1,3496,7334,10830
230889,1,999,307,675,982
230889,2,1,121,234,355
230889,4,3,186,441,627
230898,1,999,402,509,911
230898,2,1,360,423,783
230898,4,3,42,86,128
230913,1,999,905,1714,2619
230913,2,1,772,1258,2030
230913,4,3,133,456,589
230931,1,999,882,972,1854
230931,2,1,848,777,1625
230931,4,3,34,195,229
230940,1,999,165,170,335
230940,2,1,165,170,335
230959,1,999,1964,2520,4484
230959,2,1,1720,1940,3660
230959,4,3,244,580,824
230977,1,999,466,341,807
230977,2,1,466,341,807
230995,1,999,3695,1585,5280
230995,2,1,1685,683,2368
230995,4,3,2010,902,2912
231004,1,999,8,41,49
231004,2,1,8,41,49
231059,1,999,1293,2145,3438
231059,2,1,991,1117,2108
231059,4,3,302,1028,1330
231068,1,999,200,527,727
