UNITID,EFFYLEV,LSTUDY,EFYTOTLM,EFYTOTLW,EFYTOTLT
153311,2,1,5776,7676,13452
153320,1,999,216,243,459
153320,2,1,149,216,365
153320,4,3,67,27,94
153339,1,999,2,44,46
153339,2,1,2,44,46
153366,1,999,1047,2346,3393
153366,2,1,765,1239,2004
153366,4,3,282,1107,1389
153375,1,999,950,1506,2456
153375,2,1,935,1464,2399
153375,4,3,15,42,57
153384,1,999,814,920,1734
153384,2,1,814,920,1734
153409,1,999,189,406,595
153409,2,1,189,406,595
153418,1,999,381,930,1311
153418,2,1,381,930,1311
153427,1,999,325,270,595
153427,2,1,325,270,595
153445,1,999,4301,5163,9464
153445,2,1,4301,5163,9464
153463,1,999,2,66,68
153463,2,1,2,66,68
153472,1,999,3413,4652,8065
153472,2,1,3413,4652,8065
153524,1,999,4216,4441,8657
153524,2,1,4216,4441,8657
153533,1,999,2107,2667,4774
153533,2,1,2107,2667,4774
153542,1,999,4,19,23
153542,2,1,4,19,23
153588,1,999,35,20,55
153588,2,1,35,20,55
153597,1,999,10,271,281
153597,2,1,10,271,281
153603,1,999,17492,13646,31138
153603,2,1,13872,10713,24585
153603,4,3,3620,2933,6553
153621,1,999,393,609,1002
153621,2,1,393,609,1002
153630,1,999,3546,4551,8097
153630,2,1,3546,4551,8097
153658,1,999,16416,17964,34380
153658,2,1,11119,12268,23387
153658,4,3,5297,5696,10993
153737,1,999,8797,10642,19439
153737,2,1,8797,10642,19439
153746,1,999,4,144,148
153746,2,1,4,144,148
153764,1,999,12,300,312
153764,2,1,12,300,312
153773,1,999,9,126,135
153773,2,1,9,126,135
153782,1,999,8,213,221
153782,2,1,8,213,221
153825,1,999,829,841,1670
153825,2,1,798,757,1555
153825,4,3,31,84,115
153834,1,999,1102,1486,2588
153834,2,1,1102,1486,2588
153861,1,999,1056,411,1467
153861,2,1,189,149,338
153861,4,3,867,262,1129
153922,1,999,1219,1790,3009
153922,2,1,1219,1790,3009
153977,1,999,169,817,986
153977,2,1,169,817,986
154004,1,999,881,1987,2868
154004,2,1,605,709,1314
154004,4,3,276,1278,1554
154013,1,999,604,1344,1948
154013,2,1,528,1198,1726
154013,4,3,76,146,222
154022,1,999,36485,81158,117643
154022,2,1,33334,74487,107821
154022,4,3,3151,6671,9822
154059,1,999,2336,2865,5201
154059,2,1,2336,2865,5201
154095,1,999,6611,9967,16578
154095,2,1,5614,7577,13191
154095,4,3,997,2390,3387
154101,1,999,505,751,1256
154101,2,1,505,751,1256
154110,1,999,3101,4640,7741
154110,2,1,3101,4640,7741
154129,1,999,1112,1374,2486
154129,2,1,1112,1374,2486
154156,1,999,888,986,1874
154156,4,3,888,986,1874
154165,1,999,4,93,97
154165,2,1,4,93,97
154174,1,999,1593,896,2489
154174,2,1,43,42,85
154174,4,3,1550,854,2404
154208,1,999,7,207,214
154208,2,1,7,207,214
154235,1,999,1566,2476,4042
154235,2,1,1214,1849,3063
154235,4,3,352,627,979
154262,1,999,26,193,219
154262,2,1,26,193,219
154332,1,999,9,105,114
154332,2,1,9,105,114
154341,1,999,10,163,173
154341,2,1,10,163,173
154350,1,999,1008,1310,2318
154350,2,1,994,1289,2283
154350,4,3,14,21,35
154378,1,999,2010,3220,5230
154378,2,1,2010,3220,5230
154396,1,999,793,1418,2211
154396,2,1,793,1418,2211
154448,1,999,10,293,303
154448,2,1,10,293,303
154457,1,999,1,76,77
154457,2,1,1,76,77
154466,1,999,3,92,95
154466,2,1,3,92,95
154493,1,999,3789,5884,9673
154493,2,1,3450,5300,8750
154493,4,3,339,584,923
154518,1,999,338,271,609
154518,2,1,338,271,609
154527,1,999,898,990,1888
154527,2,1,898,990,1888
154536,1,999,90,104,194
154536,4,3,90,104,194
154545,1,999,12,69,81
154545,2,1,12,69,81
154572,1,999,3441,4755,8196
154572,2,1,3441,4755,8196
154590,1,999,951,1212,2163
154590,2,1,843,952,1795
154590,4,3,108,260,368
154633,1,999,1,100,101
154633,2,1,1,100,101
154642,1,999,1854,3339,5193
154642,2,1,1854,3339,5193
154651,1,999,61,12,73
154651,2,1,61,12,73
154688,1,999,2034,3232,5266
154688,2,1,1171,1591,2762
154688,4,3,863,1641,2504
154697,1,999,8688,5262,13950
154697,2,1,8688,5262,13950
154712,1,999,1032,1139,2171
154712,2,1,980,1094,2074
154712,4,3,52,45,97
154721,1,999,313,299,612
154721,2,1,313,299,612
154749,1,999,246,251,497
154749,2,1,246,251,497
154767,1,999,170,985,1155
154767,2,1,170,985,1155
154776,1,999,236,741,977
154776,2,1,236,741,977
154794,1,999,70,192,262
154794,2,1,70,192,262
154800,1,999,5822,8129,13951
154800,2,1,5822,8129,13951
154819,1,999,60,90,150
154819,2,1,60,90,150
154837,1,999,67,64,131
154837,2,1,8,4,12
154837,4,3,59,60,119
154855,1,999,238,232,470
154855,2,1,238,232,470
154907,1,999,1806,3191,4997
154907,2,1,1806,3191,4997
154925,1,999,1274,1632,2906
154925,2,1,1274,1632,2906
154934,1,999,810,1382,2192
154934,2,1,810,1382,2192
154943,1,999,8,269,277
154943,2,1,8,269,277
154952,1,999,2313,3888,6201
154952,2,1,2313,3888,6201
154970,1,999,11,138,149
154970,2,1,11,138,149
154998,1,999,1166,1511,2677
154998,2,1,1166,1511,2677
155007,1,999,291,728,1019
155007,2,1,291,728,1019
155025,1,999,2908,5155,8063
155025,2,1,1936,2840,4776
155025,4,3,972,2315,3287
155052,1,999,388,416,804
155052,2,1,388,416,804
155061,1,999,5789,8095,13884
155061,2,1,4926,6447,11373
155061,4,3,863,1648,2511
155070,1,999,107,101,208
155070,2,1,107,101,208
155089,1,999,1381,1969,3350
155089,2,1,1018,1382,2400
155089,4,3,363,587,950
155098,1,999,1787,1620,3407
155098,2,1,1787,1620,3407
155104,1,999,1558,1710,3268
155104,2,1,1558,1710,3268
155140,1,999,625,593,1218
155140,2,1,625,593,1218
155159,1,999,3,104,107
155159,2,1,3,104,107
155177,1,999,213,269,482
155177,2,1,213,269,482
155186,1,999,2251,3460,5711
155186,2,1,2251,3460,5711
155195,1,999,4023,5548,9571
155195,2,1,4023,5548,9571
155201,1,999,826,1120,1946
155201,2,1,826,1120,1946
155210,1,999,14883,16367,31250
155210,2,1,14883,16367,31250
155283,1,999,113,864,977
155283,2,1,113,864,977
155292,1,999,4427,6817,11244
155292,2,1,4427,6817,11244
155317,1,999,15506,16622,32128
155317,2,1,11416,11229,22645
155317,4,3,4090,5393,9483
155335,1,999,1134,2415,3549
155335,2,1,881,1645,2526
155335,4,3,253,770,1023
155353,1,999,40,10,50
155353,2,1,40,10,50
155399,1,999,13196,13392,26588
155399,2,1,10810,10023,20833
155399,4,3,2386,3369,5755
155414,1,999,463,575,1038
155414,2,1,418,531,949
155414,4,3,45,44,89
155423,1,999,523,578,1101
155423,2,1,523,578,1101
155441,1,999,6,123,129
155441,2,1,6,123,129
155450,1,999,1339,2004,3343
155450,2,1,1339,2004,3343
155487,1,999,371,447,818
155487,2,1,371,447,818
155496,1,999,233,183,416
155496,2,1,233,183,416
155511,1,999,403,318,721
155511,2,1,403,318,721
155520,1,999,906,1440,2346
155520,2,1,712,987,1699
155520,4,3,194,453,647
155566,1,999,1194,2514,3708
155566,2,1,1194,2514,3708
155593,1,999,656,1157,1813
155593,2,1,656,1157,1813
155618,1,999,298,114,412
155618,2,1,298,114,412
155627,1,999,304,277,581
155627,2,1,304,277,581
155636,1,999,484,1468,1952
155636,2,1,166,372,538
155636,4,3,318,1096,1414
155681,1,999,4442,4679,9121
155681,2,1,3665,3144,6809
155681,4,3,777,1535,2312
155715,1,999,991,1443,2434
155715,2,1,991,1443,2434
155812,1,999,468,1053,1521
155812,2,1,349,804,1153
155812,4,3,119,249,368
155830,1,999,333,357,690
155830,2,1,333,357,690
155858,1,999,1102,1596,2698
155858,2,1,1102,1596,2698
155867,1,999,3,116,119
155867,2,1,3,116,119
155900,1,999,1909,1554,3463
155900,2,1,1628,1148,2776
155900,4,3,281,406,687
155937,1,999,405,375,780
155937,2,1,405,375,780
155973,1,999,367,390,757
155973,2,1,360,375,735
155973,4,3,7,15,22
156082,1,999,3227,4951,8178
156082,2,1,2761,4317,7078
156082,4,3,466,634,1100
156107,1,999,2265,1686,3951
156107,2,1,2265,1686,3951
156125,1,999,8343,10069,18412
156125,2,1,6626,7803,14429
156125,4,3,1717,2266,3983
156134,1,999,1384,1244,2628
156134,2,1,1384,1244,2628
156189,1,999,278,352,630
156189,2,1,278,352,630
156213,1,999,655,1147,1802
156213,2,1,608,989,1597
156213,4,3,47,158,205
156222,1,999,1252,633,1885
156222,4,3,1252,633,1885
156231,1,999,2700,3064,5764
156231,2,1,2700,3064,5764
156277,1,999,13,99,112
156277,2,1,13,99,112
156286,1,999,1239,2421,3660
156286,2,1,907,1757,2664
156286,4,3,332,664,996
156295,1,999,664,944,1608
156295,2,1,664,944,1608
156310,1,999,36,881,917
156310,2,1,36,881,917
156338,1,999,4120,2865,6985
156338,2,1,4120,2865,6985
156356,1,999,332,507,839
156356,2,1,304,465,769
156356,4,3,28,42,70
156365,1,999,1623,2272,3895
156365,2,1,1369,1860,3229
156365,4,3,254,412,666
156392,1,999,7849,10823,18672
156392,2,1,7849,10823,18672
156408,1,999,559,667,1226
156408,2,1,559,667,1226
156417,1,999,168,41,209
156417,2,1,168,41,209
156426,1,999,18,234,252
156426,2,1,18,234,252
156444,1,999,2,26,28
156444,2,1,2,26,28
156471,1,999,197,1173,1370
156471,2,1,197,1173,1370
156541,1,999,1395,2101,3496
156541,2,1,900,935,1835
156541,4,3,495,1166,1661
156620,1,999,8065,11039,19104
156620,2,1,6989,9077,16066
156620,4,3,1076,1962,3038
156648,1,999,4732,5508,10240
156648,2,1,4732,5508,10240
156675,1,999,3,68,71
156675,2,1,3,68,71
156727,1,999,53,1149,1202
156727,4,3,53,1149,1202
156745,1,999,831,1424,2255
156745,2,1,656,801,1457
156745,4,3,175,623,798
156754,1,999,9,115,124
156754,2,1,9,115,124
156790,1,999,3109,2926,6035
156790,2,1,3109,2926,6035
156842,1,999,24,272,296
156842,2,1,24,272,296
156851,1,999,1768,1820,3588
156851,2,1,1768,1820,3588
156860,1,999,1671,3569,5240
156860,2,1,1671,3569,5240
156903,1,999,79,278,357
156903,2,1,79,278,357
156921,1,999,9581,11396,20977
156921,2,1,9581,11396,20977
156949,1,999,3,26,29
156949,2,1,3,26,29
156967,1,999,15,196,211
156967,2,1,15,196,211
157021,1,999,1283,4452,5735
157021,2,1,1283,4452,5735
157030,1,999,51,56,107
157030,2,1,51,56,107
157058,1,999,1453,1944,3397
157058,2,1,1326,1814,3140
157058,4,3,127,130,257
157076,1,999,499,446,945
157076,2,1,499,446,945
157085,1,999,13822,14993,28815
157085,2,1,10426,10376,20802
157085,4,3,3396,4617,8013
157100,1,999,332,294,626
157100,2,1,300,283,583
157100,4,3,32,11,43
157207,1,999,42,47,89
157207,4,3,42,47,89
157216,1,999,978,1790,2768
157216,2,1,843,1312,2155
157216,4,3,135,478,613
157270,1,999,726,316,1042
157270,2,1,726,316,1042
157289,1,999,11375,12849,24224
157289,2,1,8521,9150,17671
157289,4,3,2854,3699,6553
157298,1,999,102,141,243
157298,4,3,102,141,243
157304,1,999,3327,3246,6573
157304,2,1,3327,3246,6573
157331,1,999,2934,3533,6467
157331,2,1,2934,3533,6467
157359,1,999,870,1488,2358
157359,2,1,850,1437,2287
157359,4,3,20,51,71
157377,1,999,405,1582,1987
157377,2,1,368,1540,1908
157377,4,3,37,42,79
157386,1,999,4036,6897,10933
157386,2,1,3207,5197,8404
157386,4,3,829,1700,2529
157395,1,999,2,33,35
157395,2,1,2,33,35
157401,1,999,4646,7095,11741
157401,2,1,3813,5317,9130
157401,4,3,833,1778,2611
157438,1,999,2466,3092,5558
157438,2,1,2466,3092,5558
157447,1,999,7813,10309,18122
157447,2,1,6801,8526,15327
157447,4,3,1012,1783,2795
157456,1,999,0,49,49
157456,2,1,0,49,49
157465,1,999,144,571,715
157465,2,1,144,571,715
157483,1,999,5623,5255,10878
157483,2,1,5623,5255,10878
157508,1,999,1,132,133
157508,2,1,1,132,133
157535,1,999,571,537,1108
157535,2,1,402,402,804
157535,4,3,169,135,304
157553,1,999,3487,3567,7054
157553,2,1,3487,3567,7054
157599,1,999,776,2524,3300
157599,2,1,776,2524,3300
157614,1,999,19,275,294
157614,2,1,19,275,294
157632,1,999,287,649,936
157632,2,1,287,649,936
157650,1,999,23,359,382
157650,2,1,23,359,382
157669,1,999,12,280,292
157669,2,1,12,280,292
157678,1,999,18,309,327
157678,2,1,18,309,327
157696,1,999,295,1009,1304
157696,2,1,295,1009,1304
157711,1,999,5107,6329,11436
157711,2,1,5107,6329,11436
157739,1,999,3597,3120,6717
157739,2,1,3597,3120,6717
157748,1,999,3172,918,4090
157748,2,1,438,489,927
157748,4,3,2734,429,3163
157757,1,999,609,1869,2478
157757,2,1,347,1008,1355
157757,4,3,262,861,1123
157766,1,999,266,1900,2166
157766,2,1,266,1900,2166
157793,1,999,3345,4628,7973
157793,2,1,2797,4088,6885
157793,4,3,548,540,1088
157809,1,999,1041,1194,2235
157809,2,1,940,1100,2040
157809,4,3,101,94,195
157818,1,999,453,654,1107
157818,2,1,453,654,1107
157827,1,999,18,107,125
157827,2,1,18,107,125
157863,1,999,783,1113,1896
157863,2,1,494,450,944
157863,4,3,289,663,952
157951,1,999,10056,15027,25083
157951,2,1,8766,11949,20715
157951,4,3,1290,3078,4368
158088,1,999,2919,2494,5413
158088,2,1,2919,2494,5413
158158,1,999,53,61,114
158158,2,1,53,61,114
158219,1,999,512,234,746
158219,2,1,512,234,746
158246,1,999,205,377,582
158246,2,1,205,377,582
158325,1,999,18,99,117
158325,2,1,18,99,117
158334,1,999,22,47,69
158334,2,1,22,47,69
158343,1,999,37,35,72
158343,2,1,37,35,72
158352,1,999,3236,2374,5610
158352,2,1,3236,2374,5610
158431,1,999,3050,5337,8387
158431,2,1,3050,5337,8387
158440,1,999,7,199,206
158440,2,1,7,199,206
158477,1,999,439,603,1042
158477,2,1,401,522,923
158477,4,3,38,81,119
158538,1,999,3,78,81
158538,2,1,3,78,81
158617,1,999,1462,1331,2793
158617,2,1,1462,1331,2793
158644,1,999,5,104,109
158644,2,1,5,104,109
158662,1,999,7880,15987,23867
158662,2,1,7880,15987,23867
158723,1,999,84,425,509
158723,2,1,84,425,509
158769,1,999,1433,1814,3247
158769,2,1,1433,1814,3247
158778,1,999,2,69,71
158778,2,1,2,69,71
158787,1,999,4,110,114
158787,2,1,4,110,114
158802,1,999,336,886,1222
158802,2,1,336,886,1222
158884,1,999,1008,1844,2852
158884,2,1,1008,1844,2852
159009,1,999,2204,3581,5785
159009,2,1,2016,3071,5087
159009,4,3,188,510,698
159027,1,999,4,104,108
159027,2,1,4,104,108
159197,1,999,406,56,462
159197,2,1,406,56,462
159258,1,999,1775,812,2587
159258,2,1,1775,812,2587
159267,1,999,814,673,1487
159267,2,1,814,673,1487
159319,1,999,6,50,56
159319,2,1,6,50,56
159328,1,999,7,205,212
159328,2,1,7,205,212
159373,1,999,1019,1959,2978
159373,2,1,170,817,987
159373,4,3,849,1142,1991
159382,1,999,964,2376,3340
159382,2,1,964,2376,3340
159391,1,999,15259,15928,31187
159391,2,1,12162,12595,24757
159391,4,3,3097,3333,6430
159407,1,999,1306,2920,4226
159407,2,1,1306,2920,4226
159416,1,999,2260,3700,5960
159416,2,1,2045,3305,5350
159416,4,3,215,395,610
159443,1,999,3021,3613,6634
159443,2,1,3021,3613,6634
159513,1,999,4,109,113
159513,2,1,4,109,113
159522,1,999,2,98,100
159522,2,1,2,98,100
159531,1,999,0,80,80
159531,2,1,0,80,80
159568,1,999,973,1467,2440
159568,2,1,588,597,1185
159568,4,3,385,870,1255
159601,1,999,3,44,47
159601,2,1,3,44,47
159647,1,999,6266,6923,13189
159647,2,1,5318,4908,10226
159647,4,3,948,2015,2963
159656,1,999,2141,3371,5512
159656,2,1,1365,1773,3138
159656,4,3,776,1598,2374
159717,1,999,3834,6524,10358
159717,2,1,3342,5375,8717
159717,4,3,492,1149,1641
159939,1,999,6704,7840,14544
159939,2,1,5161,5505,10666
159939,4,3,1543,2335,3878
159948,1,999,2408,675,3083
159948,2,1,970,365,1335
159948,4,3,1438,310,1748
159966,1,999,3062,5382,8444
159966,2,1,2797,4577,7374
159966,4,3,265,805,1070
159993,1,999,3920,6960,10880
159993,2,1,3375,5677,9052
159993,4,3,545,1283,1828
160010,1,999,2680,2355,5035
160010,2,1,2680,2355,5035
160029,1,999,117,37,154
160029,4,3,117,37,154
160038,1,999,3562,8243,11805
160038,2,1,3232,6877,10109
160038,4,3,330,1366,1696
160065,1,999,402,1637,2039
160065,2,1,311,1262,1573
160065,4,3,91,375,466
160074,1,999,428,2083,2511
160074,2,1,373,1990,2363
160074,4,3,55,93,148
160117,1,999,2,55,57
160117,2,1,2,55,57
160126,1,999,0,27,27
160126,2,1,0,27,27
160135,1,999,2,66,68
160135,2,1,2,66,68
160199,1,999,5,84,89
160199,2,1,5,84,89
160320,1,999,8,101,109
160320,2,1,8,101,109
160409,1,999,111,11,122
160409,2,1,111,11,122
160445,1,999,13,192,205
160445,2,1,13,192,205
160472,1,999,5,66,71
160472,2,1,5,66,71
160481,1,999,1416,2417,3833
160481,2,1,1416,2417,3833
160524,1,999,181,600,781
160524,2,1,181,600,781
160579,1,999,1649,1229,2878
160579,2,1,1649,1229,2878
160597,1,999,45,82,127
160597,2,1,45,82,127
160612,1,999,6724,11434,18158
160612,2,1,6218,9885,16103
160612,4,3,506,1549,2055
160621,1,999,3353,5511,8864
160621,2,1,2953,4425,7378
160621,4,3,400,1086,1486
160630,1,999,1081,2766,3847
160630,2,1,946,2248,3194
160630,4,3,135,518,653
160649,1,999,1125,3182,4307
160649,2,1,1125,3182,4307
160658,1,999,7889,10637,18526
160658,2,1,7015,9673,16688
160658,4,3,874,964,1838
160667,1,999,2464,2464,4928
160667,2,1,2464,2464,4928
160685,1,999,389,414,803
160685,2,1,389,414,803
160755,1,999,6358,7007,13365
160755,2,1,3548,4444,7992
160755,4,3,2810,2563,5373
160904,1,999,1107,2778,3885
160904,2,1,875,2218,3093
160904,4,3,232,560,792
160913,1,999,5181,2022,7203
160913,2,1,5181,2022,7203
160940,1,999,436,1587,2023
160940,2,1,436,1587,2023
160959,1,999,150,285,435
160959,2,1,131,272,403
160959,4,3,19,13,32
160968,1,999,34,91,125
160968,2,1,1,3,4
160968,4,3,33,88,121
160977,1,999,860,1005,1865
160977,2,1,860,1005,1865
160995,1,999,158,616,774
160995,2,1,158,616,774
161004,1,999,919,964,1883
161004,2,1,919,964,1883
161022,1,999,26,178,204
161022,2,1,26,178,204
161059,1,999,3,23,26
161059,2,1,3,23,26
161077,1,999,1745,1903,3648
161077,2,1,1745,1903,3648
161086,1,999,885,1104,1989
161086,2,1,885,1104,1989
161138,1,999,1624,1487,3111
161138,2,1,1624,1487,3111
161165,1,999,1422,2101,3523
161165,2,1,1218,1691,2909
161165,4,3,204,410,614
161192,1,999,1230,2309,3539
161192,2,1,1230,2309,3539
161208,1,999,84,3,87
161208,2,1,84,3,87
161217,1,999,1890,4889,6779
161217,2,1,1878,4870,6748
161217,4,3,12,19,31
161226,1,999,830,1624,2454
161226,2,1,821,1585,2406
161226,4,3,9,39,48
161235,1,999,611,1317,1928
161235,2,1,611,1317,1928
161244,1,999,437,1215,1652
161244,2,1,437,1215,1652
161253,1,999,6308,7349,13657
161253,2,1,5372,5371,10743
161253,4,3,936,1978,2914
161299,1,999,763,182,945
161299,2,1,755,173,928
161299,4,3,8,9,17
161341,1,999,633,1352,1985
161341,2,1,633,1352,1985
161457,1,999,2116,4740,6856
161457,2,1,1334,2849,4183
161457,4,3,782,1891,2673
161484,1,999,752,766,1518
161484,2,1,752,766,1518
161493,1,999,35,599,634
161493,2,1,35,599,634
161509,1,999,106,254,360
161509,2,1,96,217,313
161509,4,3,10,37,47
161518,1,999,884,2250,3134
161518,2,1,583,1418,2001
161518,4,3,301,832,1133
161527,1,999,13,227,240
161527,2,1,13,227,240
161545,1,999,4203,4188,8391
161545,2,1,4203,4188,8391
161554,1,999,5064,7651,12715
161554,2,1,4100,5510,9610
161554,4,3,964,2141,3105
161563,1,999,541,669,1210
161563,2,1,448,492,940
161563,4,3,93,177,270
161572,1,999,298,285,583
161572,2,1,298,285,583
161581,1,999,253,326,579
161581,2,1,253,326,579
161615,1,999,2,84,86
161615,2,1,2,84,86
161651,1,999,2,55,57
161651,2,1,2,55,57
161688,1,999,1721,3361,5082
161688,2,1,1721,3361,5082
161767,1,999,9490,15260,24750
161767,2,1,9490,15260,24750
161776,1,999,251,652,903
161776,2,1,251,652,903
161800,1,999,9,309,318
161800,2,1,9,309,318
161855,1,999,9,122,131
161855,2,1,9,122,131
161864,1,999,3367,7660,11027
161864,2,1,3367,7660,11027
161873,1,999,3081,4336,7417
161873,2,1,1495,2059,3554
161873,4,3,1586,2277,3863
161882,1,999,324,362,686
161882,2,1,306,345,651
161882,4,3,18,17,35
162007,1,999,2227,4139,6366
162007,2,1,1824,3072,4896
162007,4,3,403,1067,1470
162061,1,999,811,246,1057
162061,2,1,328,98,426
162061,4,3,483,148,631
162104,1,999,1255,2024,3279
162104,2,1,1255,2024,3279
162122,1,999,4333,7349,11682
162122,2,1,4333,7349,11682
162168,1,999,1306,2608,3914
162168,2,1,1306,2608,3914
162210,1,999,411,771,1182
162210,2,1,366,707,1073
162210,4,3,45,64,109
162283,1,999,1185,3650,4835
162283,2,1,972,3027,3999
162283,4,3,213,623,836
162335,1,999,2,120,122
162335,2,1,2,120,122
162371,1,999,747,15,762
162371,2,1,747,15,762
162557,1,999,3785,5478,9263
162557,2,1,3785,5478,9263
162584,1,999,2960,3172,6132
162584,2,1,2665,2576,5241
162584,4,3,295,596,891
162609,1,999,553,542,1095
162609,2,1,553,542,1095
162654,1,999,917,2237,3154
162654,2,1,491,1058,1549
162654,4,3,426,1179,1605
162681,1,999,435,1152,1587
162681,2,1,435,1152,1587
162690,1,999,2534,3989,6523
162690,2,1,2534,3989,6523
162706,1,999,3571,5452,9023
162706,2,1,3571,5452,9023
162760,1,999,890,2013,2903
162760,2,1,499,1069,1568
162760,4,3,391,944,1335
162779,1,999,5421,7430,12851
162779,2,1,5421,7430,12851
162830,1,999,3,78,81
162830,2,1,3,78,81
162928,1,999,11969,13111,25080
162928,2,1,3249,3330,6579
162928,4,3,8720,9781,18501
162982,1,999,73,87,160
162982,2,1,73,87,160
163028,1,999,2401,219,2620
163028,2,1,2401,219,2620
163046,1,999,2587,4099,6686
163046,2,1,1563,2280,3843
163046,4,3,1024,1819,2843
163107,1,999,3,51,54
163107,2,1,3,51,54
163204,1,999,25336,30508,55844
163204,2,1,17146,20254,37400
163204,4,3,8190,10254,18444
163259,1,999,1936,5101,7037
163259,2,1,157,831,988
163259,4,3,1779,4270,6049
163268,1,999,7544,6880,14424
163268,2,1,5976,5017,10993
163268,4,3,1568,1863,3431
163286,1,999,22446,20511,42957
163286,2,1,16198,14721,30919
163286,4,3,6248,5790,12038
163295,1,999,793,1839,2632
163295,2,1,706,1699,2405
163295,4,3,87,140,227
163338,1,999,2098,2969,5067
163338,2,1,1846,2576,4422
163338,4,3,252,393,645
163347,1,999,81,1061,1142
163347,2,1,81,1061,1142
163408,1,999,4,269,273
163408,2,1,4,269,273
163426,1,999,17101,20409,37510
163426,2,1,17101,20409,37510
163453,1,999,3618,4626,8244
163453,2,1,3121,3881,7002
163453,4,3,497,745,1242
163462,1,999,1095,1258,2353
163462,2,1,732,998,1730
163462,4,3,363,260,623
163532,1,999,580,0,580
163532,2,1,371,0,371
163532,4,3,209,0,209
163541,1,999,9,765,774
163541,2,1,9,765,774
163578,1,999,570,3433,4003
163578,2,1,103,1452,1555
163578,4,3,467,1981,2448
163657,1,999,7619,12991,20610
163657,2,1,7619,12991,20610
163736,1,999,689,1123,1812
163736,2,1,689,1123,1812
163754,1,999,7,142,149
163754,2,1,7,142,149
163815,1,999,4,162,166
163815,2,1,4,162,166
163842,1,999,181,134,315
163842,2,1,6,0,6
163842,4,3,175,134,309
163851,1,999,4001,5219,9220
163851,2,1,3738,4602,8340
163851,4,3,263,617,880
163912,1,999,893,1241,2134
163912,2,1,885,1205,2090
163912,4,3,8,36,44
163921,1,999,222,1665,1887
163921,2,1,199,1580,1779
163921,4,3,23,85,108
163976,1,999,311,287,598
163976,2,1,235,239,474
163976,4,3,76,48,124
164058,1,999,662,549,1211
164058,2,1,662,549,1211
164076,1,999,9551,15646,25197
164076,2,1,8010,11664,19674
164076,4,3,1541,3982,5523
164085,1,999,108,499,607
164085,4,3,108,499,607
164100,1,999,16,137,153
164100,2,1,16,137,153
164155,1,999,4611,1187,5798
164155,2,1,4611,1187,5798
164173,1,999,1232,2852,4084
164173,2,1,1107,2620,3727
164173,4,3,125,232,357
164207,1,999,418,345,763
164207,2,1,217,185,402
164207,4,3,201,160,361
164216,1,999,579,856,1435
164216,2,1,551,813,1364
164216,4,3,28,43,71
164243,1,999,160,101,261
164243,4,3,160,101,261
164270,1,999,1560,3323,4883
164270,2,1,888,1137,2025
164270,4,3,672,2186,2858
164313,1,999,2064,3581,5645
164313,2,1,2064,3581,5645
164438,1,999,222,660,882
164438,2,1,185,607,792
164438,4,3,37,53,90
164447,1,999,1257,2837,4094
164447,2,1,763,1092,1855
164447,4,3,494,1745,2239
164465,1,999,919,930,1849
164465,2,1,919,930,1849
164474,1,999,137,208,345
164474,4,3,137,208,345
164492,1,999,866,961,1827
164492,2,1,629,634,1263
164492,4,3,237,327,564
164535,1,999,5,37,42
164535,2,1,5,37,42
164562,1,999,1154,1906,3060
164562,2,1,996,1437,2433
164562,4,3,158,469,627
164571,1,999,236,497,733
164571,2,1,221,451,672
164571,4,3,15,46,61
164580,1,999,2450,1393,3843
164580,2,1,1100,807,1907
164580,4,3,1350,586,1936
164599,1,999,13,82,95
164599,2,1,13,82,95
164614,1,999,82,77,159
164614,2,1,82,77,159
164632,1,999,93,2240,2333
164632,2,1,0,1603,1603
164632,4,3,93,637,730
164641,1,999,409,996,1405
164641,2,1,409,996,1405
164678,1,999,353,2,355
164678,2,1,353,2,355
164720,1,999,652,1364,2016
164720,2,1,652,1364,2016
164739,1,999,3490,2447,5937
164739,2,1,2618,1777,4395
164739,4,3,872,670,1542
164748,1,999,3468,1424,4892
164748,2,1,3468,1424,4892
164775,1,999,1340,2032,3372
164775,2,1,1340,2032,3372
164845,1,999,45,450,495
164845,2,1,45,450,495
164872,1,999,998,851,1849
164872,2,1,684,576,1260
164872,4,3,314,275,589
164915,1,999,60,118,178
164915,4,3,60,118,178
164924,1,999,7357,8500,15857
164924,2,1,5022,5376,10398
164924,4,3,2335,3124,5459
164933,1,999,279,434,713
164933,2,1,210,303,513
164933,4,3,69,131,200
164988,1,999,17361,22573,39934
164988,2,1,9503,13452,22955
164988,4,3,7858,9121,16979
165015,1,999,2907,3296,6203
165015,2,1,1569,2013,3582
165015,4,3,1338,1283,2621
165024,1,999,4989,8329,13318
165024,2,1,4127,6041,10168
165024,4,3,862,2288,3150
165033,1,999,4824,7332,12156
165033,2,1,4824,7332,12156
165060,1,999,25,304,329
165060,2,1,25,304,329
165112,1,999,6993,9552,16545
165112,2,1,6993,9552,16545
165149,1,999,10,14,24
165149,2,1,10,14,24
165167,1,999,1916,4974,6890
165167,2,1,666,1259,1925
165167,4,3,1250,3715,4965
165194,1,999,2630,4038,6668
165194,2,1,2630,4038,6668
165255,1,999,2,243,245
165255,2,1,2,243,245
165264,1,999,71,690,761
165264,2,1,71,690,761
165334,1,999,1593,2257,3850
165334,2,1,983,1525,2508
165334,4,3,610,732,1342
165495,1,999,6,13,19
165495,4,3,6,13,19
