UNITID,EFFYLEV,LSTUDY,EFYTOTLT,EFYTOTLM,EFYTOTLW
211468,1,999,1987,120,1867
211468,2,1,1738,95,1643
211468,4,3,249,25,224
211477,1,999,2169,785,1384
211477,2,1,2169,785,1384
211556,1,999,2735,412,2323
211556,2,1,1249,95,1154
211556,4,3,1486,317,1169
211583,1,999,2691,703,1988
211583,2,1,1709,495,1214
211583,4,3,982,208,774
211608,1,999,1783,822,961
211608,2,1,1689,791,898
211608,4,3,94,31,63
211617,1,999,1439,658,781
211617,2,1,1439,658,781
211635,1,999,191,24,167
211635,2,1,191,24,167
211644,1,999,8544,3034,5510
211644,2,1,6934,2695,4239
211644,4,3,1610,339,1271
211750,1,999,475,99,376
211750,2,1,475,99,376
211802,1,999,168,42,126
211802,2,1,168,42,126
211820,1,999,224,20,204
211820,2,1,224,20,204
211893,1,999,163,80,83
211893,2,1,123,60,63
211893,4,3,40,20,20
211909,1,999,153,150,3
211909,2,1,153,150,3
211927,1,999,18860,8150,10710
211927,2,1,18860,8150,10710
211981,1,999,2689,1115,1574
211981,2,1,2301,955,1346
211981,4,3,388,160,228
212009,1,999,2477,1120,1357
212009,2,1,2477,1120,1357
212018,1,999,287,144,143
212018,4,3,287,144,143
212045,1,999,523,169,354
212045,2,1,523,169,354
212054,1,999,28374,13346,15028
212054,2,1,16209,8499,7710
212054,4,3,12165,4847,7318
212072,1,999,340,84,256
212072,2,1,340,84,256
212090,1,999,1355,273,1082
212090,2,1,1355,273,1082
212106,1,999,11746,4977,6769
212106,2,1,6208,2695,3513
212106,4,3,5538,2282,3256
212115,1,999,8726,3739,4987
212115,2,1,7113,3260,3853
212115,4,3,1613,479,1134
212133,1,999,5319,1697,3622
212133,2,1,3291,973,2318
212133,4,3,2028,724,1304
212160,1,999,9901,3749,6152
212160,2,1,7392,3130,4262
212160,4,3,2509,619,1890
212197,1,999,2606,961,1645
212197,2,1,2543,954,1589
212197,4,3,63,7,56
212212,1,999,61,3,58
212212,2,1,61,3,58
212230,1,999,95,9,86
212230,2,1,95,9,86
212267,1,999,317,18,299
212267,2,1,317,18,299
212276,1,999,277,19,258
212276,2,1,277,19,258
212285,1,999,107,4,103
212285,2,1,107,4,103
212294,1,999,126,10,116
212294,2,1,126,10,116
212300,1,999,91,5,86
212300,2,1,91,5,86
212328,1,999,326,24,302
212328,2,1,326,24,302
212337,1,999,286,24,262
212337,2,1,286,24,262
212355,1,999,326,18,308
212355,2,1,326,18,308
212373,1,999,164,19,145
212373,2,1,164,19,145
212382,1,999,336,33,303
212382,2,1,336,33,303
212391,1,999,262,16,246
212391,2,1,262,16,246
212425,1,999,549,175,374
212425,2,1,549,175,374
212434,1,999,490,448,42
212434,2,1,490,448,42
212443,1,999,172,111,61
212443,4,3,172,111,61
212568,1,999,227,45,182
212568,2,1,227,45,182
212577,1,999,2548,1195,1353
212577,2,1,2548,1195,1353
212601,1,999,4996,2027,2969
212601,2,1,3164,1322,1842
212601,4,3,1832,705,1127
212656,1,999,2529,1148,1381
212656,2,1,2139,999,1140
212656,4,3,390,149,241
212674,1,999,2678,1254,1424
212674,2,1,2678,1254,1424
212683,1,999,220,15,205
212683,2,1,220,15,205
212708,1,999,262,50,212
212708,2,1,262,50,212
212753,1,999,411,36,375
212753,2,1,411,36,375
212771,1,999,2645,486,2159
212771,2,1,161,51,110
212771,4,3,2484,435,2049
212805,1,999,2531,1269,1262
212805,2,1,2531,1269,1262
212832,1,999,3235,838,2397
212832,2,1,2598,680,1918
212832,4,3,637,158,479
212869,1,999,1760,282,1478
212869,2,1,1760,282,1478
212878,1,999,32758,12385,20373
212878,2,1,32758,12385,20373
212911,1,999,1253,577,676
212911,2,1,1253,577,676
212975,1,999,496,338,158
212975,2,1,496,338,158
212984,1,999,3829,987,2842
212984,2,1,2332,642,1690
212984,4,3,1497,345,1152
212993,1,999,151,93,58
212993,2,1,151,93,58
213002,1,999,1471,658,813
213002,2,1,1471,658,813
213011,1,999,5941,1420,4521
213011,2,1,3856,907,2949
213011,4,3,2085,513,1572
213020,1,999,17018,7367,9651
213020,2,1,14051,6210,7841
213020,4,3,2967,1157,1810
213057,1,999,733,229,504
213057,2,1,733,229,504
213163,1,999,79,11,68
213163,2,1,79,11,68
213181,1,999,880,87,793
213181,2,1,880,87,793
213215,1,999,266,16,250
213215,2,1,266,16,250
213233,1,999,473,366,107
213233,2,1,473,366,107
213251,1,999,1662,721,941
213251,2,1,1662,721,941
213303,1,999,2129,851,1278
213303,2,1,2068,834,1234
213303,4,3,61,17,44
213312,1,999,590,166,424
213312,2,1,590,166,424
213321,1,999,3263,1412,1851
213321,2,1,2593,1259,1334
213321,4,3,670,153,517
213330,1,999,49,2,47
213330,2,1,49,2,47
213349,1,999,11851,4858,6993
213349,2,1,10449,4454,5995
213349,4,3,1402,404,998
213358,1,999,1646,640,1006
213358,2,1,1500,598,902
213358,4,3,146,42,104
213367,1,999,7972,2695,5277
213367,2,1,4978,1713,3265
213367,4,3,2994,982,2012
213376,1,999,2248,1133,1115
213376,2,1,2248,1133,1115
213385,1,999,2474,1327,1147
213385,2,1,2474,1327,1147
213400,1,999,1332,676,656
213400,2,1,1064,548,516
213400,4,3,268,128,140
213446,1,999,155,64,91
213446,4,3,155,64,91
213455,1,999,338,21,317
213455,2,1,338,21,317
213473,1,999,883,190,693
213473,2,1,883,190,693
213491,1,999,104,4,100
213491,2,1,104,4,100
213507,1,999,2338,1036,1302
213507,2,1,1858,815,1043
213507,4,3,480,221,259
213525,1,999,11677,4453,7224
213525,2,1,11677,4453,7224
213534,1,999,1574,398,1176
213534,2,1,1574,398,1176
213543,1,999,7533,4285,3248
213543,2,1,4868,2865,2003
213543,4,3,2665,1420,1245
213552,1,999,96,11,85
213552,2,1,96,11,85
213570,1,999,1379,342,1037
213570,2,1,1379,342,1037
213589,1,999,944,897,47
213589,2,1,944,897,47
213598,1,999,2512,1032,1480
213598,2,1,1897,808,1089
213598,4,3,615,224,391
213613,1,999,6275,2665,3610
213613,2,1,5757,2520,3237
213613,4,3,518,145,373
213622,1,999,279,50,229
213622,2,1,279,50,229
213631,1,999,190,91,99
213631,4,3,190,91,99
213640,1,999,316,154,162
213640,4,3,316,154,162
213659,1,999,10350,4287,6063
213659,2,1,10350,4287,6063
213668,1,999,1350,602,748
213668,2,1,1350,602,748
213686,1,999,137,37,100
213686,2,1,137,37,100
213774,1,999,1254,276,978
213774,2,1,1254,276,978
213783,1,999,3977,1461,2516
213783,2,1,3318,1353,1965
213783,4,3,659,108,551
213826,1,999,4048,1110,2938
213826,2,1,2525,775,1750
213826,4,3,1523,335,1188
213914,1,999,441,41,400
213914,2,1,441,41,400
213932,1,999,130,14,116
213932,2,1,130,14,116
213987,1,999,4987,2048,2939
213987,2,1,4387,1779,2608
213987,4,3,600,269,331
213996,1,999,3034,1148,1886
213996,2,1,2876,1092,1784
213996,4,3,158,56,102
214023,1,999,197,144,53
214023,2,1,197,144,53
214041,1,999,10966,4472,6494
214041,2,1,8720,3864,4856
214041,4,3,2246,608,1638
214069,1,999,3415,940,2475
214069,2,1,2732,770,1962
214069,4,3,683,170,513
214111,1,999,16301,7297,9004
214111,2,1,16301,7297,9004
214148,1,999,608,6,602
214148,2,1,526,0,526
214148,4,3,82,6,76
214157,1,999,2294,872,1422
214157,2,1,1961,784,1177
214157,4,3,333,88,245
214166,1,999,2590,797,1793
214166,2,1,2536,782,1754
214166,4,3,54,15,39
214175,1,999,2698,1168,1530
214175,2,1,2698,1168,1530
214254,1,999,1520,570,950
214254,2,1,1520,570,950
214272,1,999,3689,1227,2462
214272,2,1,2809,964,1845
214272,4,3,880,263,617
214290,1,999,1327,1286,41
214290,2,1,1327,1286,41
214315,1,999,133,24,109
214315,2,1,133,24,109
214379,1,999,16729,6621,10108
214379,2,1,16729,6621,10108
214476,1,999,105,9,96
214476,2,1,105,9,96
214528,1,999,1077,848,229
214528,2,1,1077,848,229
214546,1,999,79,5,74
214546,2,1,79,5,74
214564,1,999,1112,347,765
214564,4,3,1112,347,765
214582,1,999,1704,382,1322
214582,2,1,1704,382,1322
214591,1,999,4618,2941,1677
214591,2,1,4465,2834,1631
214591,4,3,153,107,46
214607,1,999,1247,706,541
214607,4,3,1247,706,541
214616,1,999,829,393,436
214616,4,3,829,393,436
214625,1,999,1068,589,479
214625,2,1,1063,589,474
214625,4,3,5,0,5
214634,1,999,853,309,544
214634,2,1,853,309,544
214643,1,999,950,598,352
214643,2,1,821,558,263
214643,4,3,129,40,89
214652,1,999,1673,802,871
214652,2,1,1668,802,866
214652,4,3,5,0,5
214670,1,999,1048,558,490
214670,2,1,1006,550,456
214670,4,3,42,8,34
214689,1,999,4415,2330,2085
214689,2,1,4381,2319,2062
214689,4,3,34,11,23
214698,1,999,1119,560,559
214698,2,1,1114,559,555
214698,4,3,5,1,4
214704,1,999,3193,1734,1459
214704,2,1,3014,1709,1305
214704,4,3,179,25,154
214713,1,999,5109,2530,2579
214713,2,1,3434,1895,1539
214713,4,3,1675,635,1040
214731,1,999,1860,1078,782
214731,2,1,1860,1078,782
214740,1,999,1107,519,588
214740,2,1,1104,519,585
214740,4,3,3,0,3
214759,1,999,1239,511,728
214759,2,1,1239,511,728
214768,1,999,1385,766,619
214768,2,1,1385,766,619
214777,1,999,49025,26732,22293
214777,2,1,41358,22655,18703
214777,4,3,7667,4077,3590
214786,1,999,857,463,394
214786,2,1,857,463,394
214795,1,999,1383,565,818
214795,2,1,1383,565,818
214801,1,999,4219,2105,2114
214801,2,1,4119,2088,2031
214801,4,3,100,17,83
214810,1,999,1163,530,633
214810,2,1,1160,530,630
214810,4,3,3,0,3
214829,1,999,1981,960,1021
214829,2,1,1663,923,740
214829,4,3,318,37,281
214838,1,999,362,97,265
214838,2,1,362,97,265
214883,1,999,2722,794,1928
214883,2,1,2722,794,1928
214892,1,999,587,228,359
214892,2,1,587,228,359
214944,1,999,1035,914,121
214944,2,1,1035,914,121
214962,1,999,89,5,84
214962,2,1,89,5,84
214971,1,999,367,160,207
214971,2,1,260,116,144
214971,4,3,107,44,63
215008,1,999,99,99,0
215008,2,1,99,99,0
215026,1,999,20,17,3
215026,2,1,20,17,3
215044,1,999,287,104,183
215044,2,1,287,104,183
215053,1,999,284,105,179
215053,2,1,284,105,179
215062,1,999,28453,13343,15110
215062,2,1,13470,6550,6920
215062,4,3,14983,6793,8190
215099,1,999,4072,1416,2656
215099,2,1,3250,1131,2119
215099,4,3,822,285,537
215105,1,999,2533,1065,1468
215105,2,1,2242,967,1275
215105,4,3,291,98,193
215114,1,999,1476,682,794
215114,2,1,1064,517,547
215114,4,3,412,165,247
215123,1,999,2489,995,1494
215123,4,3,2489,995,1494
215132,1,999,3029,1203,1826
215132,2,1,1519,563,956
215132,4,3,1510,640,870
215239,1,999,29043,10291,18752
215239,2,1,29043,10291,18752
215266,1,999,1821,850,971
215266,2,1,1821,850,971
215275,1,999,2008,1007,1001
215275,2,1,2008,1007,1001
215284,1,999,3149,1685,1464
215284,2,1,3149,1685,1464
215293,1,999,33082,15731,17351
215293,2,1,20301,10050,10251
215293,4,3,12781,5681,7100
215309,1,999,566,204,362
215309,2,1,566,204,362
215336,1,999,63,3,60
215336,2,1,63,3,60
215381,1,999,631,610,21
215381,2,1,631,610,21
215390,1,999,312,150,162
215390,2,1,312,150,162
215415,1,999,3226,2056,1170
215415,2,1,3226,2056,1170
215424,1,999,336,206,130
215424,4,3,336,206,130
215433,1,999,812,108,704
215433,2,1,812,108,704
215442,1,999,4828,1946,2882
215442,2,1,3979,1591,2388
215442,4,3,849,355,494
215479,1,999,63,5,58
215479,2,1,63,5,58
215530,1,999,51,2,49
215530,2,1,51,2,49
215585,1,999,7773,2918,4855
215585,2,1,7773,2918,4855
215594,1,999,704,110,594
215594,2,1,704,110,594
215619,1,999,61,18,43
215619,4,3,61,18,43
215628,1,999,111,92,19
215628,4,3,111,92,19
215637,1,999,515,241,274
215637,2,1,515,241,274
215646,1,999,1222,675,547
215646,2,1,1222,675,547
215655,1,999,5823,3076,2747
215655,2,1,4360,2391,1969
215655,4,3,1463,685,778
215682,1,999,583,554,29
215682,2,1,583,554,29
215691,1,999,1118,238,880
215691,2,1,598,129,469
215691,4,3,520,109,411
215743,1,999,2725,1030,1695
215743,2,1,1915,779,1136
215743,4,3,810,251,559
215770,1,999,10788,4609,6179
215770,2,1,5796,2753,3043
215770,4,3,4992,1856,3136
215798,1,999,2041,1041,1000
215798,2,1,1754,925,829
215798,4,3,287,116,171
215813,1,999,75,71,4
215813,4,3,75,71,4
215886,1,999,238,93,145
215886,2,1,238,93,145
215929,1,999,6858,2912,3946
215929,2,1,4311,1904,2407
215929,4,3,2547,1008,1539
215947,1,999,3126,1119,2007
215947,2,1,2546,964,1582
215947,4,3,580,155,425
215965,1,999,95,16,79
215965,2,1,95,16,79
215974,1,999,451,135,316
215974,2,1,451,135,316
215983,1,999,43,5,38
215983,2,1,43,5,38
215992,1,999,504,101,403
215992,2,1,504,101,403
216010,1,999,9379,4244,5135
216010,2,1,7671,3707,3964
216010,4,3,1708,537,1171
216038,1,999,10309,4328,5981
216038,2,1,9095,3955,5140
216038,4,3,1214,373,841
216047,1,999,270,202,68
216047,2,1,141,112,29
216047,4,3,129,90,39
216074,1,999,108,4,104
216074,2,1,108,4,104
216083,1,999,975,386,589
216083,2,1,975,386,589
216162,1,999,244,32,212
216162,2,1,244,32,212
216223,1,999,63,2,61
216223,2,1,63,2,61
216278,1,999,2456,1100,1356
216278,2,1,2456,1100,1356
216287,1,999,1563,762,801
216287,2,1,1563,762,801
216296,1,999,967,877,90
216296,2,1,967,877,90
216311,1,999,116,116,0
216311,2,1,116,116,0
216339,1,999,42688,20062,22626
216339,2,1,31273,15019,16254
216339,4,3,11415,5043,6372
216357,1,999,1151,623,528
216357,2,1,1151,623,528
216366,1,999,3901,1164,2737
216366,2,1,1167,210,957
216366,4,3,2734,954,1780
216418,1,999,2823,1279,1544
216418,2,1,2823,1279,1544
216427,1,999,281,271,10
216427,2,1,281,271,10
216436,1,999,520,508,12
216436,2,1,520,508,12
216445,1,999,429,420,9
216445,2,1,429,420,9
216454,1,999,516,501,15
216454,2,1,516,501,15
216463,1,999,183,120,63
216463,4,3,183,120,63
216524,1,999,1809,834,975
216524,2,1,1809,834,975
216542,1,999,1376,658,718
216542,2,1,1321,625,696
216542,4,3,55,33,22
216551,1,999,341,290,51
216551,2,1,341,290,51
216579,1,999,157,8,149
216579,2,1,157,8,149
216597,1,999,12136,6052,6084
216597,2,1,7862,3836,4026
216597,4,3,4274,2216,2058
216630,1,999,191,31,160
216630,2,1,191,31,160
216649,1,999,38,14,24
216649,2,1,38,14,24
216667,1,999,1512,762,750
216667,2,1,1512,762,750
216694,1,999,2972,1019,1953
216694,2,1,1905,687,1218
216694,4,3,1067,332,735
216746,1,999,132,129,3
216746,2,1,132,129,3
216764,1,999,17551,6710,10841
216764,2,1,14030,5733,8297
216764,4,3,3521,977,2544
216773,1,999,110,20,90
216773,2,1,110,20,90
216782,1,999,1643,276,1367
216782,2,1,1643,276,1367
216807,1,999,1690,689,1001
216807,2,1,1583,647,936
216807,4,3,107,42,65
216816,1,999,661,516,145
216816,4,3,661,516,145
216825,1,999,11583,4327,7256
216825,2,1,11583,4327,7256
216852,1,999,5532,2147,3385
216852,2,1,3562,1601,1961
216852,4,3,1970,546,1424
216931,1,999,9314,3320,5994
216931,2,1,2445,1263,1182
216931,4,3,6869,2057,4812
216986,1,999,176,14,162
216986,2,1,176,14,162
217013,1,999,977,162,815
217013,2,1,916,153,763
217013,4,3,61,9,52
217040,1,999,75,75,0
217040,2,1,75,75,0
217059,1,999,6233,2748,3485
217059,2,1,5895,2624,3271
217059,4,3,338,124,214
217077,1,999,3259,1659,1600
217077,2,1,3259,1659,1600
217086,1,999,400,86,314
217086,2,1,400,86,314
217095,1,999,312,31,281
217095,2,1,312,31,281
217156,1,999,9276,4368,4908
217156,2,1,6850,3180,3670
217156,4,3,2426,1188,1238
217165,1,999,3816,2234,1582
217165,2,1,3413,2000,1413
217165,4,3,403,234,169
217235,1,999,12399,5420,6979
217235,2,1,10660,4766,5894
217235,4,3,1739,654,1085
217244,1,999,1007,102,905
217244,2,1,1007,102,905
217305,1,999,4517,3438,1079
217305,2,1,4476,3434,1042
217305,4,3,41,4,37
217323,1,999,344,330,14
217323,2,1,344,330,14
217350,1,999,87,3,84
217350,2,1,87,3,84
217402,1,999,5745,2447,3298
217402,2,1,4756,2065,2691
217402,4,3,989,382,607
217420,1,999,10939,3538,7401
217420,2,1,8952,3115,5837
217420,4,3,1987,423,1564
217475,1,999,24411,9884,14527
217475,2,1,24411,9884,14527
217484,1,999,19185,8384,10801
217484,2,1,15249,6813,8436
217484,4,3,3936,1571,2365
217493,1,999,2486,862,1624
217493,2,1,2040,653,1387
217493,4,3,446,209,237
217518,1,999,5086,2628,2458
217518,2,1,4661,2432,2229
217518,4,3,425,196,229
217536,1,999,2860,997,1863
217536,2,1,2054,630,1424
217536,4,3,806,367,439
217545,1,999,1402,133,1269
217545,2,1,1402,133,1269
217572,1,999,125,21,104
217572,2,1,125,21,104
217581,1,999,239,9,230
217581,2,1,239,9,230
217606,1,999,342,191,151
217606,2,1,342,191,151
217615,1,999,4330,1550,2780
217615,2,1,4330,1550,2780
217624,1,999,905,352,553
217624,2,1,905,352,553
217633,1,999,2746,916,1830
217633,2,1,2493,793,1700
217633,4,3,253,123,130
217688,1,999,4688,1711,2977
217688,2,1,3762,1373,2389
217688,4,3,926,338,588
217712,1,999,3946,1159,2787
217712,2,1,3946,1159,2787
217721,1,999,3508,1757,1751
217721,2,1,3508,1757,1751
217749,1,999,4385,2071,2314
217749,2,1,3477,1566,1911
217749,4,3,908,505,403
217776,1,999,2701,957,1744
217776,2,1,1778,707,1071
217776,4,3,923,250,673
217794,1,999,233,18,215
217794,2,1,233,18,215
217819,1,999,14545,4791,9754
217819,2,1,11011,4223,6788
217819,4,3,3534,568,2966
217828,1,999,98,3,95
217828,2,1,98,3,95
217837,1,999,1708,531,1177
217837,2,1,1708,531,1177
217864,1,999,3909,2949,960
217864,2,1,2682,2423,259
217864,4,3,1227,526,701
217873,1,999,2077,737,1340
217873,2,1,1980,705,1275
217873,4,3,97,32,65
217882,1,999,22338,12030,10308
217882,2,1,16906,9280,7626
217882,4,3,5432,2750,2682
217891,1,999,174,96,78
217891,2,1,174,96,78
217907,1,999,1299,372,927
217907,2,1,1299,372,927
217925,1,999,1520,794,726
217925,2,1,701,348,353
217925,4,3,819,446,373
217934,1,999,1608,73,1535
217934,2,1,1315,39,1276
217934,4,3,293,34,259
217961,1,999,3944,745,3199
217961,2,1,754,0,754
217961,4,3,3190,745,2445
217989,1,999,1405,622,783
217989,2,1,1405,622,783
217998,1,999,949,531,418
217998,2,1,630,286,344
217998,4,3,319,245,74
218025,1,999,7997,2637,5360
218025,2,1,7997,2637,5360
218043,1,999,121,24,97
218043,2,1,121,24,97
218061,1,999,4711,1516,3195
218061,2,1,4178,1416,2762
218061,4,3,533,100,433
218070,1,999,3177,1284,1893
218070,2,1,2863,1216,1647
218070,4,3,314,68,246
218089,1,999,282,115,167
218089,2,1,247,99,148
218089,4,3,35,16,19
218113,1,999,20293,8133,12160
218113,2,1,20293,8133,12160
218140,1,999,10305,3603,6702
218140,2,1,10305,3603,6702
218159,1,999,109,1,108
218159,2,1,109,1,108
218195,1,999,239,16,223
218195,2,1,239,16,223
218229,1,999,3671,1143,2528
218229,2,1,3402,1116,2286
218229,4,3,269,27,242
218238,1,999,3881,1513,2368
218238,2,1,3881,1513,2368
218265,1,999,166,92,74
218265,4,3,166,92,74
218335,1,999,3001,1102,1899
218335,2,1,292,53,239
218335,4,3,2709,1049,1660
218353,1,999,17355,6840,10515
218353,2,1,17355,6840,10515
218399,1,999,1229,552,677
218399,2,1,1229,552,677
218414,1,999,1199,665,534
218414,2,1,1199,665,534
218441,1,999,2620,1342,1278
218441,2,1,2351,1180,1171
218441,4,3,269,162,107
218487,1,999,4348,1535,2813
218487,2,1,4348,1535,2813
218520,1,999,8156,2866,5290
218520,2,1,8156,2866,5290
218539,1,999,1321,625,696
218539,2,1,1243,600,643
218539,4,3,78,25,53
218645,1,999,3715,1224,2491
218645,2,1,3577,1204,2373
218645,4,3,138,20,118
218654,1,999,2161,840,1321
218654,2,1,2161,840,1321
218663,1,999,33503,14802,18701
218663,2,1,23379,10929,12450
218663,4,3,10124,3873,6251
218672,1,999,2006,776,1230
218672,2,1,2006,776,1230
218681,1,999,1507,458,1049
218681,2,1,1507,458,1049
218690,1,999,1493,661,832
218690,2,1,1493,661,832
218706,1,999,784,281,503
218706,2,1,784,281,503
218724,1,999,10148,4478,5670
218724,2,1,9009,4220,4789
218724,4,3,1139,258,881
218733,1,999,5068,2187,2881
218733,2,1,4353,2026,2327
218733,4,3,715,161,554
218742,1,999,6689,2317,4372
218742,2,1,6384,2279,4105
218742,4,3,305,38,267
218751,1,999,274,161,113
218751,4,3,274,161,113
218821,1,999,858,452,406
218821,2,1,858,452,406
218830,1,999,8259,3046,5213
218830,2,1,8259,3046,5213
218858,1,999,6005,1865,4140
218858,2,1,6005,1865,4140
218867,1,999,72,2,70
218867,2,1,72,2,70
218885,1,999,9252,3954,5298
218885,2,1,9252,3954,5298
218894,1,999,22883,8988,13895
218894,2,1,22883,8988,13895
218919,1,999,854,344,510
218919,2,1,854,344,510
218955,1,999,1067,365,702
218955,2,1,1067,365,702
218964,1,999,7221,2228,4993
218964,2,1,5479,1782,3697
218964,4,3,1742,446,1296
218973,1,999,1551,809,742
218973,2,1,1551,809,742
218991,1,999,8643,3366,5277
218991,2,1,8643,3366,5277
219000,1,999,1941,735,1206
219000,2,1,1895,713,1182
219000,4,3,46,22,24
219037,1,999,204,6,198
219037,2,1,204,6,198
219046,1,999,6830,2331,4499
219046,2,1,5403,2048,3355
219046,4,3,1427,283,1144
219055,1,999,649,207,442
219055,2,1,649,207,442
219082,1,999,4913,2094,2819
219082,2,1,4355,1809,2546
219082,4,3,558,285,273
219091,1,999,953,400,553
219091,2,1,855,351,504
219091,4,3,98,49,49
219125,1,999,173,9,164
219125,2,1,173,9,164
219143,1,999,1638,790,848
219143,2,1,1638,790,848
219170,1,999,17,3,14
219170,2,1,17,3,14
219189,1,999,1237,863,374
219189,2,1,1237,863,374
219198,1,999,1513,610,903
219198,2,1,1380,557,823
219198,4,3,133,53,80
219204,1,999,3542,1039,2503
219204,2,1,2911,831,2080
219204,4,3,631,208,423
219213,1,999,1315,259,1056
219213,2,1,1315,259,1056
219240,1,999,174,109,65
219240,4,3,174,109,65
219259,1,999,3893,1628,2265
219259,2,1,3092,1364,1728
219259,4,3,801,264,537
219277,1,999,2602,866,1736
219277,2,1,2349,802,1547
219277,4,3,253,64,189
219295,1,999,810,151,659
219295,2,1,810,151,659
219338,1,999,17,2,15
219338,2,1,17,2,15
219347,1,999,2721,1884,837
219347,2,1,2339,1611,728
219347,4,3,382,273,109
219356,1,999,15051,6908,8143
219356,2,1,12997,6055,6942
219356,4,3,2054,853,1201
219374,1,999,1634,492,1142
219374,2,1,1467,450,1017
219374,4,3,167,42,125
219383,1,999,2109,921,1188
219383,2,1,1526,702,824
219383,4,3,583,219,364
219392,1,999,28,5,23
219392,2,1,28,5,23
219408,1,999,371,107,264
219408,2,1,371,107,264
219426,1,999,3069,1570,1499
219426,2,1,3069,1570,1499
219453,1,999,227,4,223
219453,2,1,227,4,223
219471,1,999,12973,4672,8301
219471,2,1,9127,3345,5782
219471,4,3,3846,1327,2519
219480,1,999,1563,836,727
219480,2,1,1563,836,727
219505,1,999,91,66,25
219505,2,1,85,65,20
219505,4,3,6,1,5
219578,1,999,863,127,736
219578,2,1,863,127,736
219587,1,999,115,4,111
219587,2,1,115,4,111
219596,1,999,472,264,208
219596,2,1,472,264,208
219602,1,999,12534,4869,7665
219602,2,1,11343,4559,6784
219602,4,3,1191,310,881
219639,1,999,1152,125,1027
219639,2,1,1152,125,1027
219709,1,999,6543,2638,3905
219709,2,1,5076,2153,2923
219709,4,3,1467,485,982
219718,1,999,5836,2524,3312
219718,2,1,4162,1880,2282
219718,4,3,1674,644,1030
219790,1,999,1948,931,1017
219790,2,1,1780,842,938
219790,4,3,168,89,79
219806,1,999,2303,1001,1302
219806,2,1,1927,864,1063
219806,4,3,376,137,239
219824,1,999,13549,5246,8303
219824,2,1,13549,5246,8303
219833,1,999,2194,979,1215
219833,2,1,1512,682,830
219833,4,3,682,297,385
219842,1,999,267,184,83
219842,4,3,267,184,83
219879,1,999,4944,2016,2928
219879,2,1,4944,2016,2928
219888,1,999,7537,2765,4772
219888,2,1,7537,2765,4772
219903,1,999,1133,83,1050
219903,2,1,1133,83,1050
219921,1,999,403,288,115
219921,2,1,403,288,115
219949,1,999,1598,652,946
219949,2,1,1256,527,729
219949,4,3,342,125,217
219976,1,999,4546,1854,2692
219976,2,1,3090,1314,1776
219976,4,3,1456,540,916
219994,1,999,1059,536,523
219994,2,1,1059,536,523
220002,1,999,1027,267,760
220002,2,1,1027,267,760
220057,1,999,4753,1501,3252
220057,2,1,4753,1501,3252
220075,1,999,17091,7195,9896
220075,2,1,13752,6006,7746
220075,4,3,3339,1189,2150
220118,1,999,736,132,604
220118,2,1,736,132,604
220127,1,999,917,365,552
220127,2,1,917,365,552
220136,1,999,155,115,40
220136,4,3,155,115,40
220163,1,999,132,8,124
220163,2,1,132,8,124
220181,1,999,629,244,385
220181,2,1,559,208,351
220181,4,3,70,36,34
220206,1,999,315,174,141
220206,2,1,315,174,141
220215,1,999,2290,1016,1274
220215,2,1,1593,727,866
220215,4,3,697,289,408
220251,1,999,593,302,291
220251,2,1,593,302,291
220279,1,999,875,476,399
220279,2,1,875,476,399
220312,1,999,184,97,87
220312,2,1,184,97,87
220321,1,999,1012,527,485
220321,2,1,1012,527,485
220394,1,999,372,177,195
220394,2,1,372,177,195
220400,1,999,7412,2567,4845
220400,2,1,7412,2567,4845
220464,1,999,150,61,89
220464,2,1,150,61,89
220473,1,999,889,466,423
220473,2,1,727,391,336
220473,4,3,162,75,87
220491,1,999,499,31,468
220491,2,1,499,31,468
220516,1,999,2345,843,1502
220516,2,1,2013,709,1304
220516,4,3,332,134,198
220552,1,999,1551,352,1199
220552,2,1,1339,303,1036
220552,4,3,212,49,163
220570,1,999,84,36,48
220570,2,1,84,36,48
220598,1,999,2371,1134,1237
220598,2,1,2371,1134,1237
220604,1,999,1340,472,868
220604,2,1,1340,472,868
220613,1,999,4913,2053,2860
220613,2,1,4359,1860,2499
220613,4,3,554,193,361
220631,1,999,5618,1808,3810
220631,2,1,1989,689,1300
220631,4,3,3629,1119,2510
220640,1,999,834,382,452
220640,2,1,834,382,452
220701,1,999,1244,477,767
220701,2,1,1244,477,767
220710,1,999,1117,517,600
220710,2,1,1117,517,600
220756,1,999,379,272,107
220756,2,1,379,272,107
220765,1,999,693,65,628
220765,2,1,693,65,628
220792,1,999,801,337,464
220792,4,3,801,337,464
220808,1,999,486,181,305
220808,2,1,399,152,247
220808,4,3,87,29,58
220853,1,999,1448,913,535
220853,2,1,1448,913,535
220862,1,999,26312,10116,16196
220862,2,1,20299,7844,12455
220862,4,3,6013,2272,3741
220871,1,999,323,170,153
220871,4,3,323,170,153
220941,1,999,1019,265,754
220941,2,1,940,244,696
220941,4,3,79,21,58
220978,1,999,31269,14538,16731
220978,2,1,27196,13086,14110
220978,4,3,4073,1452,2621
220996,1,999,211,88,123
220996,4,3,211,88,123
221014,1,999,1269,497,772
221014,2,1,959,385,574
221014,4,3,310,112,198
221050,1,999,1365,864,501
221050,2,1,1365,864,501
221096,1,999,6878,2635,4243
221096,2,1,6878,2635,4243
221102,1,999,613,259,354
221102,2,1,613,259,354
